Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
2886,Agra,Agra,Potato,Desi,FAQ,980,1140,1050,24-Nov-18
2887,Agra,Agra,Potato,Desi,FAQ,950,1100,1020,23-Nov-18
2888,Agra,Agra,Potato,Desi,FAQ,920,1100,1000,22-Nov-18
2889,Agra,Agra,Potato,Desi,FAQ,950,1100,1020,21-Nov-18
2890,Agra,Agra,Potato,Desi,FAQ,920,1100,1000,20-Nov-18
2891,Agra,Agra,Potato,Desi,FAQ,950,1150,1020,19-Nov-18
2892,Agra,Agra,Potato,Desi,FAQ,1100,1280,1180,17-Nov-18
2893,Agra,Agra,Potato,Desi,FAQ,1080,1200,1140,16-Nov-18
2894,Agra,Agra,Potato,Desi,FAQ,1100,1250,1160,15-Nov-18
2895,Agra,Agra,Potato,Desi,FAQ,1080,1200,1120,14-Nov-18
2896,Agra,Agra,Potato,Desi,FAQ,1100,1250,1180,13-Nov-18
2897,Agra,Agra,Potato,Desi,FAQ,1120,1260,1200,12-Nov-18
2898,Agra,Agra,Potato,Desi,FAQ,1200,1300,1250,10-Nov-18
2899,Agra,Agra,Potato,Desi,FAQ,1300,1450,1380,06-Nov-18
2900,Agra,Agra,Potato,Desi,FAQ,1280,1450,1350,05-Nov-18
2901,Agra,Agra,Potato,Desi,FAQ,1300,1450,1380,03-Nov-18
2902,Agra,Agra,Potato,Desi,FAQ,1350,1500,1420,02-Nov-18
2903,Agra,Agra,Potato,Desi,FAQ,1360,1550,1450,31-Oct-18
2904,Agra,Agra,Potato,Desi,FAQ,1320,1500,1410,30-Oct-18
2905,Agra,Agra,Potato,Desi,FAQ,1300,1500,1400,29-Oct-18
2906,Agra,Agra,Potato,Desi,FAQ,1350,1500,1410,27-Oct-18
2907,Agra,Agra,Potato,Desi,FAQ,1340,1500,1420,26-Oct-18
2908,Agra,Agra,Potato,Desi,FAQ,1320,1500,1400,25-Oct-18
2909,Agra,Agra,Potato,Desi,FAQ,1380,1580,1450,24-Oct-18
2910,Agra,Agra,Potato,Desi,FAQ,1350,1500,1420,23-Oct-18
2911,Agra,Agra,Potato,Desi,FAQ,1300,1500,1400,22-Oct-18
2912,Agra,Agra,Potato,Desi,FAQ,1320,1500,1410,20-Oct-18
2913,Agra,Agra,Potato,Desi,FAQ,1400,1600,1500,19-Oct-18
2914,Agra,Agra,Potato,Desi,FAQ,1400,1550,1480,18-Oct-18
2915,Agra,Agra,Potato,Desi,FAQ,1380,1550,1450,17-Oct-18
2916,Agra,Agra,Potato,Desi,FAQ,1400,1600,1500,16-Oct-18
2917,Agra,Agra,Potato,Desi,FAQ,1380,1550,1460,15-Oct-18
2918,Agra,Agra,Potato,Desi,FAQ,1400,1550,1480,13-Oct-18
2919,Agra,Agra,Potato,Desi,FAQ,1320,1500,1400,11-Oct-18
2920,Agra,Agra,Potato,Desi,FAQ,1350,1520,1450,10-Oct-18
2921,Agra,Agra,Potato,Desi,FAQ,1350,1500,1420,09-Oct-18
2922,Agra,Agra,Potato,Desi,FAQ,1300,1450,1370,08-Oct-18
2923,Agra,Agra,Potato,Desi,FAQ,1200,1350,1280,06-Oct-18
2924,Agra,Agra,Potato,Desi,FAQ,1180,1320,1250,05-Oct-18
2925,Agra,Agra,Potato,Desi,FAQ,1200,1400,1300,04-Oct-18
2926,Agra,Agra,Potato,Desi,FAQ,1200,1350,1270,03-Oct-18
2927,Agra,Agra,Potato,Desi,FAQ,1100,1300,1210,29-Sep-18
2928,Agra,Agra,Potato,Desi,FAQ,1100,1300,1200,28-Sep-18
2929,Agra,Agra,Potato,Desi,FAQ,1100,1250,1180,27-Sep-18
2930,Agra,Agra,Potato,Desi,FAQ,1100,1300,1180,26-Sep-18
2931,Agra,Agra,Potato,Desi,FAQ,1050,1200,1100,25-Sep-18
2932,Agra,Agra,Potato,Desi,FAQ,1080,1220,1140,24-Sep-18
2933,Agra,Agra,Potato,Desi,FAQ,1200,1360,1270,20-Sep-18
2934,Agra,Agra,Potato,Desi,FAQ,1180,1340,1250,19-Sep-18
2935,Agra,Agra,Potato,Desi,FAQ,1150,1300,1220,18-Sep-18
2936,Agra,Agra,Potato,Desi,FAQ,1200,1360,1280,17-Sep-18
2937,Agra,Agra,Potato,Desi,FAQ,1180,1320,1250,16-Sep-18
2938,Agra,Agra,Potato,Desi,FAQ,1250,1350,1300,15-Sep-18
2939,Agra,Agra,Potato,Desi,FAQ,1150,1350,1240,13-Sep-18
2940,Agra,Agra,Potato,Desi,FAQ,1200,1350,1280,12-Sep-18
2941,Agra,Agra,Potato,Desi,FAQ,1150,1350,1250,11-Sep-18
2942,Agra,Agra,Potato,Desi,FAQ,1200,1350,1280,10-Sep-18
2943,Agra,Agra,Potato,Desi,FAQ,1220,1400,1310,08-Sep-18
2944,Agra,Agra,Potato,Desi,FAQ,1150,1300,1200,07-Sep-18
2945,Agra,Agra,Potato,Desi,FAQ,1000,1180,1090,06-Sep-18
2946,Agra,Agra,Potato,Desi,FAQ,1050,1200,1120,05-Sep-18
2947,Agra,Agra,Potato,Desi,FAQ,1120,1300,1180,04-Sep-18
2948,Agra,Agra,Potato,Desi,FAQ,1150,1300,1220,31-Aug-18
2949,Agra,Agra,Potato,Desi,FAQ,1100,1250,1180,30-Aug-18
2950,Agra,Agra,Potato,Desi,FAQ,1100,1300,1200,29-Aug-18
2951,Agra,Agra,Potato,Desi,FAQ,1150,1350,1250,28-Aug-18
2952,Agra,Agra,Potato,Desi,FAQ,1140,1300,1200,27-Aug-18
2953,Agra,Agra,Potato,Desi,FAQ,1050,1250,1150,25-Aug-18
2954,Agra,Agra,Potato,Desi,FAQ,1050,1250,1140,24-Aug-18
2955,Agra,Agra,Potato,Desi,FAQ,1080,1240,1150,23-Aug-18
2956,Agra,Agra,Potato,Desi,FAQ,1050,1250,1140,22-Aug-18
2957,Agra,Agra,Potato,Desi,FAQ,1100,1250,1180,21-Aug-18
2958,Agra,Agra,Potato,Desi,FAQ,1150,1350,1240,20-Aug-18
2959,Agra,Agra,Potato,Desi,FAQ,1150,1300,1230,16-Aug-18
2960,Agra,Agra,Potato,Desi,FAQ,1150,1300,1220,14-Aug-18
2961,Agra,Agra,Potato,Desi,FAQ,1150,1350,1240,13-Aug-18
2962,Agra,Agra,Potato,Desi,FAQ,1200,1350,1270,11-Aug-18
2963,Agra,Agra,Potato,Desi,FAQ,1150,1350,1240,10-Aug-18
2964,Agra,Agra,Potato,Desi,FAQ,1150,1300,1220,09-Aug-18
2965,Agra,Agra,Potato,Desi,FAQ,1100,1300,1200,08-Aug-18
2966,Agra,Agra,Potato,Desi,FAQ,1180,1380,1250,07-Aug-18
2967,Agra,Agra,Potato,Desi,FAQ,1150,1350,1280,06-Aug-18
2968,Agra,Agra,Potato,Desi,FAQ,1180,1350,1250,04-Aug-18
2969,Agra,Agra,Potato,Desi,FAQ,1200,1350,1280,03-Aug-18
2970,Agra,Agra,Potato,Desi,FAQ,1250,1450,1340,02-Aug-18
2971,Agra,Agra,Potato,Desi,FAQ,1250,1450,1340,30-Jul-18
2972,Agra,Agra,Potato,Desi,FAQ,1280,1450,1360,28-Jul-18
2973,Agra,Agra,Potato,Desi,FAQ,1250,1450,1350,27-Jul-18
2974,Agra,Agra,Potato,Desi,FAQ,1250,1450,1345,26-Jul-18
2975,Agra,Agra,Potato,Desi,FAQ,1250,1450,1340,25-Jul-18
2976,Agra,Agra,Potato,Desi,FAQ,1240,1450,1350,24-Jul-18
2977,Agra,Agra,Potato,Desi,FAQ,1250,1450,1340,23-Jul-18
2978,Agra,Agra,Potato,Desi,FAQ,1250,1450,1350,21-Jul-18
2979,Agra,Agra,Potato,Desi,FAQ,1250,1450,1340,20-Jul-18
2980,Agra,Agra,Potato,Desi,FAQ,1250,1450,1350,19-Jul-18
2981,Agra,Agra,Potato,Desi,FAQ,1240,1400,1330,18-Jul-18
2982,Agra,Agra,Potato,Desi,FAQ,1250,1400,1320,17-Jul-18
2983,Agra,Agra,Potato,Desi,FAQ,1250,1450,1340,16-Jul-18
2984,Agra,Agra,Potato,Desi,FAQ,1280,1420,1350,14-Jul-18
2985,Agra,Agra,Potato,Desi,FAQ,1280,1430,1355,13-Jul-18
2986,Agra,Agra,Potato,Desi,FAQ,1240,1450,1350,12-Jul-18
2987,Agra,Agra,Potato,Desi,FAQ,1260,1450,1350,11-Jul-18
2988,Agra,Agra,Potato,Desi,FAQ,1250,1450,1360,10-Jul-18
2989,Agra,Agra,Potato,Desi,FAQ,1260,1450,1350,09-Jul-18
2990,Agra,Agra,Potato,Desi,FAQ,1250,1400,1330,07-Jul-18
2991,Agra,Agra,Potato,Desi,FAQ,1250,1400,1320,06-Jul-18
2992,Agra,Agra,Potato,Desi,FAQ,1250,1400,1330,05-Jul-18
2993,Agra,Agra,Potato,Desi,FAQ,1250,1450,1350,04-Jul-18
2994,Agra,Agra,Potato,Desi,FAQ,1300,1440,1360,03-Jul-18
2995,Agra,Agra,Potato,Desi,FAQ,1240,1450,1350,02-Jul-18
2996,Agra,Agra,Potato,Desi,FAQ,1280,1450,1360,30-Jun-18
2997,Agra,Agra,Potato,Desi,FAQ,1250,1450,1375,29-Jun-18
2998,Agra,Agra,Potato,Desi,FAQ,1300,1500,1400,28-Jun-18
2999,Agra,Agra,Potato,Desi,FAQ,1280,1450,1360,27-Jun-18
3000,Agra,Agra,Potato,Desi,FAQ,1250,1450,1350,26-Jun-18
3001,Agra,Agra,Potato,Desi,FAQ,1250,1450,1330,25-Jun-18
3002,Agra,Agra,Potato,Desi,FAQ,1200,1400,1305,23-Jun-18
3003,Agra,Agra,Potato,Desi,FAQ,1225,1400,1310,22-Jun-18
3004,Agra,Agra,Potato,Desi,FAQ,1220,1380,1300,21-Jun-18
3005,Agra,Agra,Potato,Desi,FAQ,1200,1350,1290,20-Jun-18
3006,Agra,Agra,Potato,Desi,FAQ,1150,1350,1280,19-Jun-18
3007,Agra,Agra,Potato,Desi,FAQ,1220,1400,1300,18-Jun-18
3008,Agra,Agra,Potato,Desi,FAQ,1220,1430,1310,16-Jun-18
3009,Agra,Agra,Potato,Desi,FAQ,1250,1400,1320,15-Jun-18
3010,Agra,Agra,Potato,Desi,FAQ,1200,1400,1300,14-Jun-18
3011,Agra,Agra,Potato,Desi,FAQ,1200,1380,1300,13-Jun-18
3012,Agra,Agra,Potato,Desi,FAQ,1200,1350,1285,12-Jun-18
3013,Agra,Agra,Potato,Desi,FAQ,1220,1350,1310,11-Jun-18
3014,Agra,Agra,Potato,Desi,FAQ,1220,1350,1300,09-Jun-18
3015,Agra,Agra,Potato,Desi,FAQ,1200,1350,1280,08-Jun-18
3016,Agra,Agra,Potato,Desi,FAQ,1250,1400,1320,07-Jun-18
3017,Agra,Agra,Potato,Desi,FAQ,1200,1400,1300,06-Jun-18
3018,Agra,Agra,Potato,Desi,FAQ,1250,1450,1350,05-Jun-18
3019,Agra,Agra,Potato,Desi,FAQ,1250,1400,1320,04-Jun-18
3020,Agra,Agra,Potato,Desi,FAQ,1200,1400,1300,03-Jun-18
3021,Agra,Agra,Potato,Desi,FAQ,1150,1310,1230,02-Jun-18
3022,Agra,Agra,Potato,Desi,FAQ,1150,1320,1240,31-May-18
3023,Agra,Agra,Potato,Desi,FAQ,1180,1320,1250,30-May-18
3024,Agra,Agra,Potato,Desi,FAQ,1160,1350,1260,29-May-18
3025,Agra,Agra,Potato,Desi,FAQ,1150,1350,1240,28-May-18
3026,Agra,Agra,Potato,Desi,FAQ,1180,1320,1250,27-May-18
3027,Agra,Agra,Potato,Desi,FAQ,1150,1340,1230,26-May-18
3028,Agra,Agra,Potato,Desi,FAQ,1150,1350,1250,25-May-18
3029,Agra,Agra,Potato,Desi,FAQ,1140,1350,1240,24-May-18
3030,Agra,Agra,Potato,Desi,FAQ,1150,1350,1250,23-May-18
3031,Agra,Agra,Potato,Desi,FAQ,1150,1350,1240,22-May-18
3032,Agra,Agra,Potato,Desi,FAQ,1150,1350,1250,21-May-18
3033,Agra,Agra,Potato,Desi,FAQ,1150,1320,1230,20-May-18
3034,Agra,Agra,Potato,Desi,FAQ,1150,1350,1240,19-May-18
3035,Agra,Agra,Potato,Desi,FAQ,1150,1350,1230,18-May-18
3036,Agra,Agra,Potato,Desi,FAQ,1150,1300,1240,17-May-18
3037,Agra,Agra,Potato,Desi,FAQ,1150,1300,1230,16-May-18
3038,Agra,Agra,Potato,Desi,FAQ,1150,1350,1250,15-May-18
3039,Agra,Agra,Potato,Desi,FAQ,1150,1350,1240,14-May-18
3040,Agra,Agra,Potato,Desi,FAQ,1150,1350,1250,13-May-18
3041,Agra,Agra,Potato,Desi,FAQ,1150,1300,1230,12-May-18
3042,Agra,Agra,Potato,Desi,FAQ,1100,1300,1220,11-May-18
3043,Agra,Agra,Potato,Desi,FAQ,1150,1350,1240,10-May-18
3044,Agra,Agra,Potato,Desi,FAQ,1100,1310,1220,09-May-18
3045,Agra,Agra,Potato,Desi,FAQ,1150,1300,1230,08-May-18
3046,Agra,Agra,Potato,Desi,FAQ,1100,1300,1200,07-May-18
3047,Agra,Agra,Potato,Desi,FAQ,1150,1300,1220,06-May-18
3048,Agra,Agra,Potato,Desi,FAQ,1100,1300,1200,05-May-18
3049,Agra,Agra,Potato,Desi,FAQ,1100,1300,1210,04-May-18
3050,Agra,Agra,Potato,Desi,FAQ,1100,1250,1180,03-May-18
3051,Agra,Agra,Potato,Desi,FAQ,1140,1320,1250,02-May-18
3052,Agra,Agra,Potato,Desi,FAQ,1150,1320,1240,30-Apr-18
3053,Agra,Agra,Potato,Desi,FAQ,1100,1300,1200,29-Apr-18
3054,Agra,Agra,Potato,Desi,FAQ,1100,1300,1210,28-Apr-18
3055,Agra,Agra,Potato,Desi,FAQ,1100,1280,1180,27-Apr-18
3056,Agra,Agra,Potato,Desi,FAQ,1050,1250,1140,26-Apr-18
3057,Agra,Agra,Potato,Desi,FAQ,1000,1200,1120,25-Apr-18
3058,Agra,Agra,Potato,Desi,FAQ,1000,1200,1110,24-Apr-18
3059,Agra,Agra,Potato,Desi,FAQ,950,1150,1040,21-Apr-18
3060,Agra,Agra,Potato,Desi,FAQ,950,1100,1020,20-Apr-18
3061,Agra,Agra,Potato,Desi,FAQ,900,1080,1000,19-Apr-18
3062,Agra,Agra,Potato,Desi,FAQ,900,1100,1010,18-Apr-18
3063,Agra,Agra,Potato,Desi,FAQ,900,1100,1000,17-Apr-18
3064,Agra,Agra,Potato,Desi,FAQ,850,1000,940,16-Apr-18
3065,Agra,Agra,Potato,Desi,FAQ,850,1000,920,14-Apr-18
3066,Agra,Agra,Potato,Desi,FAQ,850,1050,950,13-Apr-18
3067,Agra,Agra,Potato,Desi,FAQ,850,1050,940,12-Apr-18
3068,Agra,Agra,Potato,Desi,FAQ,850,1000,930,11-Apr-18
3069,Agra,Agra,Potato,Desi,FAQ,850,1050,940,10-Apr-18
3070,Agra,Agra,Potato,Desi,FAQ,800,980,910,09-Apr-18
3071,Agra,Agra,Potato,Desi,FAQ,800,980,900,08-Apr-18
3072,Agra,Agra,Potato,Desi,FAQ,850,1000,920,07-Apr-18
3073,Agra,Agra,Potato,Desi,FAQ,850,980,910,06-Apr-18
3074,Agra,Agra,Potato,Desi,FAQ,800,950,875,05-Apr-18
3075,Agra,Agra,Potato,Desi,FAQ,800,950,880,04-Apr-18
3076,Agra,Agra,Potato,Desi,FAQ,750,950,840,03-Apr-18
3077,Agra,Agra,Potato,Desi,FAQ,750,920,850,02-Apr-18
3078,Agra,Agra,Potato,Desi,FAQ,800,950,870,30-Mar-18
3079,Agra,Agra,Potato,Desi,FAQ,750,920,840,28-Mar-18
3080,Agra,Agra,Potato,Local,FAQ,750,900,830,27-Mar-18
3081,Agra,Agra,Potato,Local,FAQ,700,950,840,26-Mar-18
3082,Agra,Agra,Potato,Local,FAQ,700,880,800,25-Mar-18
3083,Agra,Agra,Potato,Local,FAQ,700,880,790,24-Mar-18
3084,Agra,Agra,Potato,Local,FAQ,680,850,780,23-Mar-18
3085,Agra,Agra,Potato,Local,FAQ,700,880,790,22-Mar-18
3086,Agra,Agra,Potato,Local,FAQ,700,880,800,21-Mar-18
3087,Agra,Agra,Potato,Local,FAQ,680,850,780,20-Mar-18
3088,Agra,Agra,Potato,Local,FAQ,680,850,770,19-Mar-18
3089,Agra,Agra,Potato,Local,FAQ,700,850,780,18-Mar-18
3090,Agra,Agra,Potato,Local,FAQ,650,850,770,17-Mar-18
3091,Agra,Agra,Potato,Local,FAQ,650,850,740,16-Mar-18
3092,Agra,Agra,Potato,Local,FAQ,650,850,750,15-Mar-18
3093,Agra,Agra,Potato,Local,FAQ,600,800,720,14-Mar-18
3094,Agra,Agra,Potato,Local,FAQ,600,800,700,13-Mar-18
3095,Agra,Agra,Potato,Local,FAQ,550,750,640,12-Mar-18
3096,Agra,Agra,Potato,Local,FAQ,580,720,630,11-Mar-18
3097,Agra,Agra,Potato,Local,FAQ,550,700,620,10-Mar-18
3098,Agra,Agra,Potato,Local,FAQ,480,700,645,09-Mar-18
3099,Agra,Agra,Potato,Local,FAQ,480,700,640,08-Mar-18
3100,Agra,Agra,Potato,Local,FAQ,450,680,590,07-Mar-18
3101,Agra,Agra,Potato,Local,FAQ,420,650,560,06-Mar-18
3102,Agra,Agra,Potato,Local,FAQ,420,650,550,05-Mar-18
3103,Agra,Agra,Potato,Local,FAQ,430,650,540,04-Mar-18
3104,Agra,Agra,Potato,Local,FAQ,400,650,520,03-Mar-18
3105,Agra,Agra,Potato,Local,FAQ,400,640,520,28-Feb-18
3106,Agra,Agra,Potato,Local,FAQ,375,580,490,27-Feb-18
3107,Agra,Agra,Potato,Local,FAQ,350,550,450,26-Feb-18
3108,Agra,Agra,Potato,Local,FAQ,340,550,460,25-Feb-18
3109,Agra,Agra,Potato,Local,FAQ,350,550,450,24-Feb-18
3110,Agra,Agra,Potato,Local,FAQ,350,540,450,23-Feb-18
3111,Agra,Agra,Potato,Local,FAQ,350,550,450,22-Feb-18
3112,Agra,Agra,Potato,Local,FAQ,350,550,450,21-Feb-18
3113,Agra,Agra,Potato,Local,FAQ,340,550,440,20-Feb-18
3114,Agra,Agra,Potato,Local,FAQ,350,540,450,19-Feb-18
3115,Agra,Agra,Potato,Local,FAQ,350,530,440,18-Feb-18
3116,Agra,Agra,Potato,Local,FAQ,350,540,450,17-Feb-18
3117,Agra,Agra,Potato,Local,FAQ,350,540,440,16-Feb-18
3118,Agra,Agra,Potato,Local,FAQ,350,510,440,15-Feb-18
3119,Agra,Agra,Potato,Local,FAQ,350,500,430,14-Feb-18
3120,Agra,Agra,Potato,Local,FAQ,340,500,425,13-Feb-18
3121,Agra,Agra,Potato,Local,FAQ,350,500,430,12-Feb-18
3122,Agra,Agra,Potato,Local,FAQ,340,500,430,11-Feb-18
3123,Agra,Agra,Potato,Local,FAQ,340,500,420,10-Feb-18
3124,Agra,Agra,Potato,Local,FAQ,300,470,400,09-Feb-18
3125,Agra,Agra,Potato,Local,FAQ,300,460,390,08-Feb-18
3126,Agra,Agra,Potato,Local,FAQ,300,450,380,07-Feb-18
3127,Agra,Agra,Potato,Local,FAQ,300,450,370,06-Feb-18
3128,Agra,Agra,Potato,Local,FAQ,300,450,380,05-Feb-18
3129,Agra,Agra,Potato,Local,FAQ,300,450,390,03-Feb-18
3130,Agra,Agra,Potato,Local,FAQ,300,450,400,02-Feb-18
3131,Agra,Agra,Potato,Local,FAQ,300,470,410,31-Jan-18
3132,Agra,Agra,Potato,Local,FAQ,300,450,400,30-Jan-18
3133,Agra,Agra,Potato,Local,FAQ,310,500,420,29-Jan-18
3134,Agra,Agra,Potato,Local,FAQ,300,490,400,27-Jan-18
3135,Agra,Agra,Potato,Local,FAQ,300,500,410,26-Jan-18
3136,Agra,Agra,Potato,Local,FAQ,300,500,420,25-Jan-18
3137,Agra,Agra,Potato,Local,FAQ,300,480,400,24-Jan-18
3138,Agra,Agra,Potato,Local,FAQ,300,480,410,23-Jan-18
3139,Agra,Agra,Potato,Local,FAQ,320,510,440,22-Jan-18
3140,Agra,Agra,Potato,Local,FAQ,330,520,445,20-Jan-18
3141,Agra,Agra,Potato,Local,FAQ,350,520,450,19-Jan-18
3142,Agra,Agra,Potato,Local,FAQ,320,520,440,18-Jan-18
3143,Agra,Agra,Potato,Local,FAQ,320,500,420,17-Jan-18
3144,Agra,Agra,Potato,Local,FAQ,330,520,440,16-Jan-18
3145,Agra,Agra,Potato,Local,FAQ,340,530,450,15-Jan-18
3146,Agra,Agra,Potato,Local,FAQ,320,530,440,13-Jan-18
3147,Agra,Agra,Potato,Local,FAQ,310,520,425,12-Jan-18
3148,Agra,Agra,Potato,Local,FAQ,320,510,430,11-Jan-18
3149,Agra,Agra,Potato,Local,FAQ,310,510,420,10-Jan-18
3150,Agra,Agra,Potato,Local,FAQ,310,500,425,09-Jan-18
3151,Agra,Agra,Potato,Local,FAQ,350,510,430,08-Jan-18
3152,Agra,Agra,Potato,Local,FAQ,350,500,420,06-Jan-18
3153,Agra,Agra,Potato,Local,FAQ,320,510,420,05-Jan-18
3154,Agra,Agra,Potato,Local,FAQ,350,530,425,04-Jan-18
3155,Agra,Agra,Potato,Local,FAQ,350,530,440,03-Jan-18
3156,Agra,Agra,Potato,Local,FAQ,360,530,450,02-Jan-18
3157,Agra,Agra,Potato,Local,FAQ,320,520,430,30-Dec-17
3158,Agra,Agra,Potato,Local,FAQ,350,550,450,29-Dec-17
3159,Agra,Agra,Potato,Local,FAQ,360,540,450,28-Dec-17
3160,Agra,Agra,Potato,Local,FAQ,300,500,410,27-Dec-17
3161,Agra,Agra,Potato,Local,FAQ,350,540,435,26-Dec-17
3162,Agra,Agra,Potato,Local,FAQ,360,540,430,25-Dec-17
3163,Agra,Agra,Potato,Local,FAQ,350,525,430,23-Dec-17
3164,Agra,Agra,Potato,Local,FAQ,360,530,445,22-Dec-17
3165,Agra,Agra,Potato,Local,FAQ,360,530,450,21-Dec-17
3166,Agra,Agra,Potato,Local,FAQ,350,510,455,20-Dec-17
3167,Agra,Agra,Potato,Local,FAQ,340,520,440,19-Dec-17
3168,Agra,Agra,Potato,Local,FAQ,350,540,435,18-Dec-17
3169,Agra,Agra,Potato,Local,FAQ,350,520,430,16-Dec-17
3170,Agra,Agra,Potato,Local,FAQ,360,550,440,15-Dec-17
3171,Agra,Agra,Potato,Local,FAQ,360,550,450,14-Dec-17
3172,Agra,Agra,Potato,Local,FAQ,320,550,430,13-Dec-17
3173,Agra,Agra,Potato,Local,FAQ,340,550,440,12-Dec-17
3174,Agra,Agra,Potato,Local,FAQ,350,550,450,11-Dec-17
3175,Agra,Agra,Potato,Local,FAQ,340,550,450,09-Dec-17
3176,Agra,Agra,Potato,Local,FAQ,350,550,440,08-Dec-17
3177,Agra,Agra,Potato,Local,FAQ,350,550,450,07-Dec-17
3178,Agra,Agra,Potato,Local,FAQ,350,550,440,06-Dec-17
3179,Agra,Agra,Potato,Local,FAQ,350,550,420,05-Dec-17
3180,Agra,Agra,Potato,Local,FAQ,350,540,430,04-Dec-17
3181,Agra,Agra,Potato,Local,FAQ,340,550,450,02-Dec-17
3182,Agra,Agra,Potato,Local,FAQ,350,540,440,30-Nov-17
3183,Agra,Agra,Potato,Local,FAQ,340,520,430,29-Nov-17
3184,Agra,Agra,Potato,Local,FAQ,320,500,410,28-Nov-17
3185,Agra,Agra,Potato,Local,FAQ,350,540,420,27-Nov-17
3186,Agra,Agra,Potato,Local,FAQ,350,550,430,25-Nov-17
3187,Agra,Agra,Potato,Local,FAQ,350,485,420,23-Nov-17
3188,Agra,Agra,Potato,Local,FAQ,350,510,410,21-Nov-17
3189,Agra,Agra,Potato,Local,FAQ,350,510,420,20-Nov-17
3190,Agra,Agra,Potato,Local,FAQ,300,480,400,18-Nov-17
3191,Agra,Agra,Potato,Local,FAQ,300,500,410,17-Nov-17
3192,Agra,Agra,Potato,Local,FAQ,300,500,400,16-Nov-17
3193,Agra,Agra,Potato,Local,FAQ,300,500,425,15-Nov-17
3194,Agra,Agra,Potato,Local,FAQ,300,490,400,14-Nov-17
3195,Agra,Agra,Potato,Local,FAQ,300,500,420,13-Nov-17
3196,Agra,Agra,Potato,Local,FAQ,310,500,410,12-Nov-17
3197,Agra,Agra,Potato,Local,FAQ,300,500,400,11-Nov-17
3198,Agra,Agra,Potato,Local,FAQ,300,500,400,10-Nov-17
3199,Agra,Agra,Potato,Local,FAQ,300,500,410,09-Nov-17
3200,Agra,Agra,Potato,Local,FAQ,350,500,410,08-Nov-17
3201,Agra,Agra,Potato,Local,FAQ,290,550,400,07-Nov-17
3202,Agra,Agra,Potato,Local,FAQ,300,500,410,06-Nov-17
3203,Agra,Agra,Potato,Local,FAQ,280,480,390,04-Nov-17
3204,Agra,Agra,Potato,Local,FAQ,280,470,380,03-Nov-17
3205,Agra,Agra,Potato,Local,FAQ,300,490,400,02-Nov-17
3206,Agra,Agra,Potato,Local,FAQ,300,500,410,31-Oct-17
3207,Agra,Agra,Potato,Local,FAQ,290,500,400,30-Oct-17
3208,Agra,Agra,Potato,Local,FAQ,300,500,410,28-Oct-17
3209,Agra,Agra,Potato,Local,FAQ,300,480,400,27-Oct-17
3210,Agra,Agra,Potato,Local,FAQ,280,480,390,26-Oct-17
3211,Agra,Agra,Potato,Local,FAQ,300,500,400,25-Oct-17
3212,Agra,Agra,Potato,Local,FAQ,300,510,430,24-Oct-17
3213,Agra,Agra,Potato,Local,FAQ,280,500,440,23-Oct-17
3214,Agra,Agra,Potato,Local,FAQ,300,520,440,20-Oct-17
3215,Agra,Agra,Potato,Local,FAQ,300,520,450,19-Oct-17
3216,Agra,Agra,Potato,Local,FAQ,300,520,440,18-Oct-17
3217,Agra,Agra,Potato,Local,FAQ,250,510,420,17-Oct-17
3218,Agra,Agra,Potato,Local,FAQ,280,510,430,16-Oct-17
3219,Agra,Agra,Potato,Local,FAQ,300,510,440,14-Oct-17
3220,Agra,Agra,Potato,Local,FAQ,285,520,400,13-Oct-17
3221,Agra,Agra,Potato,Local,FAQ,290,520,400,12-Oct-17
3222,Agra,Agra,Potato,Local,FAQ,285,510,435,11-Oct-17
3223,Agra,Agra,Potato,Local,FAQ,290,520,440,10-Oct-17
3224,Agra,Agra,Potato,Local,FAQ,250,510,430,09-Oct-17
3225,Agra,Agra,Potato,Local,FAQ,290,520,435,07-Oct-17
3226,Agra,Agra,Potato,Local,FAQ,300,520,440,06-Oct-17
3227,Agra,Agra,Potato,Local,FAQ,300,520,450,05-Oct-17
3228,Agra,Agra,Potato,Local,FAQ,300,510,435,04-Oct-17
3229,Agra,Agra,Potato,Local,FAQ,280,520,430,03-Oct-17
3230,Agra,Agra,Potato,Local,FAQ,260,500,430,02-Oct-17
3231,Agra,Agra,Potato,Local,FAQ,280,520,450,30-Sep-17
3232,Agra,Agra,Potato,Local,FAQ,280,500,410,29-Sep-17
3233,Agra,Agra,Potato,Local,FAQ,280,510,430,28-Sep-17
3234,Agra,Agra,Potato,Local,FAQ,280,500,435,27-Sep-17
3235,Agra,Agra,Potato,Local,FAQ,260,500,425,26-Sep-17
3236,Agra,Agra,Potato,Local,FAQ,280,500,430,25-Sep-17
3237,Agra,Agra,Potato,Local,FAQ,280,500,430,23-Sep-17
3238,Agra,Agra,Potato,Local,FAQ,290,500,450,22-Sep-17
3239,Agra,Agra,Potato,Local,FAQ,285,500,440,21-Sep-17
3240,Agra,Agra,Potato,Local,FAQ,285,500,465,20-Sep-17
3241,Agra,Agra,Potato,Local,FAQ,280,500,450,19-Sep-17
3242,Agra,Agra,Potato,Local,FAQ,280,500,435,18-Sep-17
3243,Agra,Agra,Potato,Local,FAQ,280,500,420,16-Sep-17
