Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
8396,Agra,Jagnair,Potato,Desi,FAQ,850,950,900,25-Jan-22
8397,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,22-Jan-22
8398,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,21-Jan-22
8399,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,19-Jan-22
8400,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,18-Jan-22
8401,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,17-Jan-22
8402,Agra,Jagnair,Potato,Desi,FAQ,750,850,800,16-Jan-22
8403,Agra,Jagnair,Potato,Desi,FAQ,900,950,925,15-Jan-22
8404,Agra,Jagnair,Potato,Desi,FAQ,850,950,900,13-Jan-22
8405,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,12-Jan-22
8406,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,11-Jan-22
8407,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,10-Jan-22
8408,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,09-Jan-22
8409,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,08-Jan-22
8410,Agra,Jagnair,Potato,Desi,FAQ,800,850,825,07-Jan-22
8411,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,06-Jan-22
8412,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,05-Jan-22
8413,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,04-Jan-22
8414,Agra,Jagnair,Potato,Desi,FAQ,800,1000,900,03-Jan-22
8415,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,31-Dec-21
8416,Agra,Jagnair,Potato,Desi,FAQ,700,900,800,29-Dec-21
8417,Agra,Jagnair,Potato,Desi,FAQ,750,850,800,28-Dec-21
8418,Agra,Jagnair,Potato,Desi,FAQ,900,1100,1000,27-Dec-21
8419,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,26-Dec-21
8420,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,25-Dec-21
8421,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,24-Dec-21
8422,Agra,Jagnair,Potato,Desi,FAQ,700,900,800,23-Dec-21
8423,Agra,Jagnair,Potato,Desi,FAQ,700,900,800,22-Dec-21
8424,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,21-Dec-21
8425,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,20-Dec-21
8426,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,19-Dec-21
8427,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,18-Dec-21
8428,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,17-Dec-21
8429,Agra,Jagnair,Potato,Desi,FAQ,900,1100,1000,16-Dec-21
8430,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,15-Dec-21
8431,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,14-Dec-21
8432,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,13-Dec-21
8433,Agra,Jagnair,Potato,Desi,FAQ,1000,1200,1100,12-Dec-21
8434,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,11-Dec-21
8435,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,09-Dec-21
8436,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,08-Dec-21
8437,Agra,Jagnair,Potato,Desi,FAQ,1000,1040,1020,07-Dec-21
8438,Agra,Jagnair,Potato,Desi,FAQ,1000,1050,1025,06-Dec-21
8439,Agra,Jagnair,Potato,Desi,FAQ,1100,1200,1150,04-Dec-21
8440,Agra,Jagnair,Potato,Desi,FAQ,1050,1150,1100,03-Dec-21
8441,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,02-Dec-21
8442,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,01-Dec-21
8443,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,27-Nov-21
8444,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,26-Nov-21
8445,Agra,Jagnair,Potato,Desi,FAQ,1100,1150,1125,25-Nov-21
8446,Agra,Jagnair,Potato,Desi,FAQ,1200,1250,1225,24-Nov-21
8447,Agra,Jagnair,Potato,Desi,FAQ,1200,1300,1250,22-Nov-21
8448,Agra,Jagnair,Potato,Desi,FAQ,1000,1200,1100,21-Nov-21
8449,Agra,Jagnair,Potato,Desi,FAQ,1100,1150,1125,20-Nov-21
8450,Agra,Jagnair,Potato,Desi,FAQ,1100,1200,1150,19-Nov-21
8451,Agra,Jagnair,Potato,Desi,FAQ,1100,1200,1150,18-Nov-21
8452,Agra,Jagnair,Potato,Desi,FAQ,1000,1200,1100,17-Nov-21
8453,Agra,Jagnair,Potato,Desi,FAQ,1000,1200,1100,16-Nov-21
8454,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,15-Nov-21
8455,Agra,Jagnair,Potato,Desi,FAQ,1000,1200,1100,14-Nov-21
8456,Agra,Jagnair,Potato,Desi,FAQ,1100,1150,1125,13-Nov-21
8457,Agra,Jagnair,Potato,Desi,FAQ,1200,1300,1250,12-Nov-21
8458,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,11-Nov-21
8459,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,10-Nov-21
8460,Agra,Jagnair,Potato,Desi,FAQ,1000,1200,1100,09-Nov-21
8461,Agra,Jagnair,Potato,Desi,FAQ,1200,1300,1250,08-Nov-21
8462,Agra,Jagnair,Potato,Desi,FAQ,1000,1200,1100,07-Nov-21
8463,Agra,Jagnair,Potato,Desi,FAQ,1100,1200,1150,06-Nov-21
8464,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,04-Nov-21
8465,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,03-Nov-21
8466,Agra,Jagnair,Potato,Desi,FAQ,1200,1400,1300,30-Oct-21
8467,Agra,Jagnair,Potato,Desi,FAQ,1250,1350,1300,29-Oct-21
8468,Agra,Jagnair,Potato,Desi,FAQ,1200,1300,1250,28-Oct-21
8469,Agra,Jagnair,Potato,Desi,FAQ,1200,1400,1300,27-Oct-21
8470,Agra,Jagnair,Potato,Desi,FAQ,1100,1300,1200,25-Oct-21
8471,Agra,Jagnair,Potato,Desi,FAQ,1100,1300,1200,24-Oct-21
8472,Agra,Jagnair,Potato,Desi,FAQ,1200,1300,1250,23-Oct-21
8473,Agra,Jagnair,Potato,Desi,FAQ,1200,1400,1300,22-Oct-21
8474,Agra,Jagnair,Potato,Desi,FAQ,1200,1400,1300,21-Oct-21
8475,Agra,Jagnair,Potato,Desi,FAQ,1200,1400,1300,20-Oct-21
8476,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,19-Oct-21
8477,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,18-Oct-21
8478,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,17-Oct-21
8479,Agra,Jagnair,Potato,Desi,FAQ,900,1100,1000,15-Oct-21
8480,Agra,Jagnair,Potato,Desi,FAQ,850,950,900,14-Oct-21
8481,Agra,Jagnair,Potato,Desi,FAQ,850,1050,950,13-Oct-21
8482,Agra,Jagnair,Potato,Desi,FAQ,850,950,900,12-Oct-21
8483,Agra,Jagnair,Potato,Desi,FAQ,850,950,900,11-Oct-21
8484,Agra,Jagnair,Potato,Desi,FAQ,800,1000,900,10-Oct-21
8485,Agra,Jagnair,Potato,Desi,FAQ,850,950,900,09-Oct-21
8486,Agra,Jagnair,Potato,Desi,FAQ,800,1000,900,08-Oct-21
8487,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,07-Oct-21
8488,Agra,Jagnair,Potato,Desi,FAQ,800,1000,900,05-Oct-21
8489,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,04-Oct-21
8490,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,03-Oct-21
8491,Agra,Jagnair,Potato,Desi,FAQ,800,1000,900,02-Oct-21
8492,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,30-Sep-21
8493,Agra,Jagnair,Potato,Desi,FAQ,800,1000,900,29-Sep-21
8494,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,28-Sep-21
8495,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,27-Sep-21
8496,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,26-Sep-21
8497,Agra,Jagnair,Potato,Desi,FAQ,1000,1200,1100,25-Sep-21
8498,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,24-Sep-21
8499,Agra,Jagnair,Potato,Desi,FAQ,1000,1200,1100,22-Sep-21
8500,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,21-Sep-21
8501,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,20-Sep-21
8502,Agra,Jagnair,Potato,Desi,FAQ,950,1000,975,19-Sep-21
8503,Agra,Jagnair,Potato,Desi,FAQ,1000,1050,1025,18-Sep-21
8504,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,17-Sep-21
8505,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,16-Sep-21
8506,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,15-Sep-21
8507,Agra,Jagnair,Potato,Desi,FAQ,950,1050,1000,14-Sep-21
8508,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,13-Sep-21
8509,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,12-Sep-21
8510,Agra,Jagnair,Potato,Desi,FAQ,1050,1150,1100,11-Sep-21
8511,Agra,Jagnair,Potato,Desi,FAQ,950,1050,1000,10-Sep-21
8512,Agra,Jagnair,Potato,Desi,FAQ,950,1050,1000,09-Sep-21
8513,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,08-Sep-21
8514,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,07-Sep-21
8515,Agra,Jagnair,Potato,Desi,FAQ,1000,1080,1040,06-Sep-21
8516,Agra,Jagnair,Potato,Desi,FAQ,1000,1050,1025,05-Sep-21
8517,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,04-Sep-21
8518,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,03-Sep-21
8519,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,01-Sep-21
8520,Agra,Jagnair,Potato,Desi,FAQ,1050,1150,1100,31-Aug-21
8521,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,27-Aug-21
8522,Agra,Jagnair,Potato,Desi,FAQ,1000,1050,1025,26-Aug-21
8523,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,25-Aug-21
8524,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,24-Aug-21
8525,Agra,Jagnair,Potato,Desi,FAQ,950,1050,1000,23-Aug-21
8526,Agra,Jagnair,Potato,Desi,FAQ,1000,1050,1025,22-Aug-21
8527,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,21-Aug-21
8528,Agra,Jagnair,Potato,Desi,FAQ,1200,1400,1300,20-Aug-21
8529,Agra,Jagnair,Potato,Desi,FAQ,1450,1550,1500,19-Aug-21
8530,Agra,Jagnair,Potato,Desi,FAQ,1250,1350,1300,18-Aug-21
8531,Agra,Jagnair,Potato,Desi,FAQ,1400,1500,1450,17-Aug-21
8532,Agra,Jagnair,Potato,Desi,FAQ,1200,1300,1250,16-Aug-21
8533,Agra,Jagnair,Potato,Desi,FAQ,1200,1300,1250,15-Aug-21
8534,Agra,Jagnair,Potato,Desi,FAQ,1400,1500,1450,14-Aug-21
8535,Agra,Jagnair,Potato,Desi,FAQ,1200,1400,1300,13-Aug-21
8536,Agra,Jagnair,Potato,Desi,FAQ,1200,1400,1300,11-Aug-21
8537,Agra,Jagnair,Potato,Desi,FAQ,1400,1500,1450,10-Aug-21
8538,Agra,Jagnair,Potato,Desi,FAQ,1200,1400,1300,09-Aug-21
8539,Agra,Jagnair,Potato,Desi,FAQ,1300,1500,1400,08-Aug-21
8540,Agra,Jagnair,Potato,Desi,FAQ,1200,1300,1250,07-Aug-21
8541,Agra,Jagnair,Potato,Desi,FAQ,1200,1300,1250,06-Aug-21
8542,Agra,Jagnair,Potato,Desi,FAQ,1200,1300,1250,05-Aug-21
8543,Agra,Jagnair,Potato,Desi,FAQ,1200,1400,1300,04-Aug-21
8544,Agra,Jagnair,Potato,Desi,FAQ,1200,1300,1250,03-Aug-21
8545,Agra,Jagnair,Potato,Desi,FAQ,1100,1200,1150,02-Aug-21
8546,Agra,Jagnair,Potato,Desi,FAQ,1300,1400,1350,01-Aug-21
8547,Agra,Jagnair,Potato,Desi,FAQ,1500,1600,1550,31-Jul-21
8548,Agra,Jagnair,Potato,Desi,FAQ,1400,1500,1450,30-Jul-21
8549,Agra,Jagnair,Potato,Desi,FAQ,1400,1500,1450,29-Jul-21
8550,Agra,Jagnair,Potato,Desi,FAQ,1300,1400,1350,26-Jul-21
8551,Agra,Jagnair,Potato,Desi,FAQ,1300,1400,1350,25-Jul-21
8552,Agra,Jagnair,Potato,Desi,FAQ,1400,1450,1425,24-Jul-21
8553,Agra,Jagnair,Potato,Desi,FAQ,1200,1400,1300,23-Jul-21
8554,Agra,Jagnair,Potato,Desi,FAQ,1400,1500,1450,22-Jul-21
8555,Agra,Jagnair,Potato,Desi,FAQ,1200,1300,1250,21-Jul-21
8556,Agra,Jagnair,Potato,Desi,FAQ,1400,1500,1450,20-Jul-21
8557,Agra,Jagnair,Potato,Desi,FAQ,1100,1200,1150,19-Jul-21
8558,Agra,Jagnair,Potato,Desi,FAQ,1250,1350,1300,18-Jul-21
8559,Agra,Jagnair,Potato,Desi,FAQ,1100,1300,1200,17-Jul-21
8560,Agra,Jagnair,Potato,Desi,FAQ,1200,1300,1250,16-Jul-21
8561,Agra,Jagnair,Potato,Desi,FAQ,1100,1200,1150,15-Jul-21
8562,Agra,Jagnair,Potato,Desi,FAQ,1100,1300,1200,14-Jul-21
8563,Agra,Jagnair,Potato,Desi,FAQ,1000,1200,1100,13-Jul-21
8564,Agra,Jagnair,Potato,Desi,FAQ,1000,1200,1100,11-Jul-21
8565,Agra,Jagnair,Potato,Desi,FAQ,1100,1300,1200,10-Jul-21
8566,Agra,Jagnair,Potato,Desi,FAQ,1000,1200,1100,09-Jul-21
8567,Agra,Jagnair,Potato,Desi,FAQ,1200,1300,1250,08-Jul-21
8568,Agra,Jagnair,Potato,Desi,FAQ,1400,1500,1450,07-Jul-21
8569,Agra,Jagnair,Potato,Desi,FAQ,1100,1200,1150,06-Jul-21
8570,Agra,Jagnair,Potato,Desi,FAQ,1200,1300,1250,05-Jul-21
8571,Agra,Jagnair,Potato,Desi,FAQ,1100,1200,1150,04-Jul-21
8572,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,03-Jul-21
8573,Agra,Jagnair,Potato,Desi,FAQ,1100,1300,1200,02-Jul-21
8574,Agra,Jagnair,Potato,Desi,FAQ,900,1100,1000,01-Jul-21
8575,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,30-Jun-21
8576,Agra,Jagnair,Potato,Desi,FAQ,950,1050,1000,29-Jun-21
8577,Agra,Jagnair,Potato,Desi,FAQ,900,1100,1000,28-Jun-21
8578,Agra,Jagnair,Potato,Desi,FAQ,1000,1200,1100,27-Jun-21
8579,Agra,Jagnair,Potato,Desi,FAQ,900,1100,1000,26-Jun-21
8580,Agra,Jagnair,Potato,Desi,FAQ,800,1000,900,24-Jun-21
8581,Agra,Jagnair,Potato,Desi,FAQ,800,1000,900,20-Jun-21
8582,Agra,Jagnair,Potato,Desi,FAQ,700,900,800,19-Jun-21
8583,Agra,Jagnair,Potato,Desi,FAQ,850,950,900,18-Jun-21
8584,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,17-Jun-21
8585,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,16-Jun-21
8586,Agra,Jagnair,Potato,Desi,FAQ,700,900,800,15-Jun-21
8587,Agra,Jagnair,Potato,Desi,FAQ,750,950,850,13-Jun-21
8588,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,12-Jun-21
8589,Agra,Jagnair,Potato,Desi,FAQ,550,650,600,11-Jun-21
8590,Agra,Jagnair,Potato,Desi,FAQ,700,900,800,10-Jun-21
8591,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,09-Jun-21
8592,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,08-Jun-21
8593,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,07-Jun-21
8594,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,06-Jun-21
8595,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,05-Jun-21
8596,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,04-Jun-21
8597,Agra,Jagnair,Potato,Desi,FAQ,600,700,650,02-Jun-21
8598,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,01-Jun-21
8599,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,30-May-21
8600,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,29-May-21
8601,Agra,Jagnair,Potato,Desi,FAQ,750,950,850,28-May-21
8602,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,27-May-21
8603,Agra,Jagnair,Potato,Desi,FAQ,750,950,850,25-May-21
8604,Agra,Jagnair,Potato,Desi,FAQ,750,950,850,24-May-21
8605,Agra,Jagnair,Potato,Desi,FAQ,750,850,800,23-May-21
8606,Agra,Jagnair,Potato,Desi,FAQ,700,900,800,22-May-21
8607,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,21-May-21
8608,Agra,Jagnair,Potato,Desi,FAQ,600,700,650,20-May-21
8609,Agra,Jagnair,Potato,Desi,FAQ,700,900,800,19-May-21
8610,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,16-May-21
8611,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,15-May-21
8612,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,14-May-21
8613,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,13-May-21
8614,Agra,Jagnair,Potato,Desi,FAQ,750,850,800,12-May-21
8615,Agra,Jagnair,Potato,Desi,FAQ,750,850,800,11-May-21
8616,Agra,Jagnair,Potato,Desi,FAQ,780,860,820,10-May-21
8617,Agra,Jagnair,Potato,Desi,FAQ,780,820,800,09-May-21
8618,Agra,Jagnair,Potato,Desi,FAQ,850,950,900,08-May-21
8619,Agra,Jagnair,Potato,Desi,FAQ,850,950,900,07-May-21
8620,Agra,Jagnair,Potato,Desi,FAQ,700,900,800,06-May-21
8621,Agra,Jagnair,Potato,Desi,FAQ,850,950,900,05-May-21
8622,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,04-May-21
8623,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,03-May-21
8624,Agra,Jagnair,Potato,Desi,FAQ,750,950,850,28-Apr-21
8625,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,27-Apr-21
8626,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,26-Apr-21
8627,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,25-Apr-21
8628,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,24-Apr-21
8629,Agra,Jagnair,Potato,Desi,FAQ,750,850,800,23-Apr-21
8630,Agra,Jagnair,Potato,Desi,FAQ,700,900,800,22-Apr-21
8631,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,21-Apr-21
8632,Agra,Jagnair,Potato,Desi,FAQ,750,850,800,20-Apr-21
8633,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,19-Apr-21
8634,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,18-Apr-21
8635,Agra,Jagnair,Potato,Desi,FAQ,800,850,825,17-Apr-21
8636,Agra,Jagnair,Potato,Desi,FAQ,750,850,800,16-Apr-21
8637,Agra,Jagnair,Potato,Desi,FAQ,850,950,900,14-Apr-21
8638,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,13-Apr-21
8639,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,11-Apr-21
8640,Agra,Jagnair,Potato,Desi,FAQ,700,760,730,10-Apr-21
8641,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,09-Apr-21
8642,Agra,Jagnair,Potato,Desi,FAQ,750,850,800,08-Apr-21
8643,Agra,Jagnair,Potato,Desi,FAQ,780,900,840,07-Apr-21
8644,Agra,Jagnair,Potato,Desi,FAQ,750,850,800,06-Apr-21
8645,Agra,Jagnair,Potato,Desi,FAQ,850,950,900,05-Apr-21
8646,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,04-Apr-21
8647,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,02-Apr-21
8648,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,01-Apr-21
8649,Agra,Jagnair,Potato,Desi,FAQ,800,1000,900,31-Mar-21
8650,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,30-Mar-21
8651,Agra,Jagnair,Potato,Desi,FAQ,900,1100,1000,27-Mar-21
8652,Agra,Jagnair,Potato,Other,FAQ,700,900,800,25-Mar-21
8653,Agra,Jagnair,Potato,Desi,FAQ,700,900,800,24-Mar-21
8654,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,23-Mar-21
8655,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,22-Mar-21
8656,Agra,Jagnair,Potato,Desi,FAQ,600,800,700,21-Mar-21
8657,Agra,Jagnair,Potato,Desi,FAQ,600,700,650,20-Mar-21
8658,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,19-Mar-21
8659,Agra,Jagnair,Potato,Desi,FAQ,600,800,700,18-Mar-21
8660,Agra,Jagnair,Potato,Desi,FAQ,600,700,650,17-Mar-21
8661,Agra,Jagnair,Potato,Desi,FAQ,600,800,700,14-Mar-21
8662,Agra,Jagnair,Potato,Desi,FAQ,600,800,700,13-Mar-21
8663,Agra,Jagnair,Potato,Desi,FAQ,600,700,650,12-Mar-21
8664,Agra,Jagnair,Potato,Desi,FAQ,600,800,700,11-Mar-21
8665,Agra,Jagnair,Potato,Desi,FAQ,700,780,740,10-Mar-21
8666,Agra,Jagnair,Potato,Desi,FAQ,650,750,700,09-Mar-21
8667,Agra,Jagnair,Potato,Desi,FAQ,650,750,700,08-Mar-21
8668,Agra,Jagnair,Potato,Desi,FAQ,600,700,650,07-Mar-21
8669,Agra,Jagnair,Potato,Desi,FAQ,600,700,650,06-Mar-21
8670,Agra,Jagnair,Potato,Desi,FAQ,600,700,650,05-Mar-21
8671,Agra,Jagnair,Potato,Desi,FAQ,600,700,650,04-Mar-21
8672,Agra,Jagnair,Potato,Desi,FAQ,600,700,650,03-Mar-21
8673,Agra,Jagnair,Potato,Desi,FAQ,600,700,650,02-Mar-21
8674,Agra,Jagnair,Potato,Desi,FAQ,600,700,650,01-Mar-21
8675,Agra,Jagnair,Potato,Desi,FAQ,600,700,650,27-Feb-21
8676,Agra,Jagnair,Potato,Desi,FAQ,600,700,650,26-Feb-21
8677,Agra,Jagnair,Potato,Desi,FAQ,600,700,650,25-Feb-21
8678,Agra,Jagnair,Potato,Desi,FAQ,600,800,700,24-Feb-21
8679,Agra,Jagnair,Potato,Desi,FAQ,600,700,650,23-Feb-21
8680,Agra,Jagnair,Potato,Desi,FAQ,580,660,620,22-Feb-21
8681,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,21-Feb-21
8682,Agra,Jagnair,Potato,Desi,FAQ,750,950,850,20-Feb-21
8683,Agra,Jagnair,Potato,Desi,FAQ,600,800,700,19-Feb-21
8684,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,18-Feb-21
8685,Agra,Jagnair,Potato,Desi,FAQ,600,700,650,17-Feb-21
8686,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,16-Feb-21
8687,Agra,Jagnair,Potato,Desi,FAQ,600,700,650,15-Feb-21
8688,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,14-Feb-21
8689,Agra,Jagnair,Potato,Desi,FAQ,700,900,800,13-Feb-21
8690,Agra,Jagnair,Potato,Desi,FAQ,600,800,700,12-Feb-21
8691,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,11-Feb-21
8692,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,10-Feb-21
8693,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,09-Feb-21
8694,Agra,Jagnair,Potato,Desi,FAQ,600,800,700,08-Feb-21
8695,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,07-Feb-21
8696,Agra,Jagnair,Potato,Desi,FAQ,550,650,600,06-Feb-21
8697,Agra,Jagnair,Potato,Desi,FAQ,600,700,650,05-Feb-21
8698,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,04-Feb-21
8699,Agra,Jagnair,Potato,Desi,FAQ,700,900,800,03-Feb-21
8700,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,02-Feb-21
8701,Agra,Jagnair,Potato,Desi,FAQ,700,900,800,01-Feb-21
8702,Agra,Jagnair,Potato,Desi,FAQ,700,900,800,30-Jan-21
8703,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,29-Jan-21
8704,Agra,Jagnair,Potato,Desi,FAQ,700,900,800,28-Jan-21
8705,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,27-Jan-21
8706,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,26-Jan-21
8707,Agra,Jagnair,Potato,Desi,FAQ,800,1000,900,25-Jan-21
8708,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,24-Jan-21
8709,Agra,Jagnair,Potato,Desi,FAQ,700,900,800,23-Jan-21
8710,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,22-Jan-21
8711,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,21-Jan-21
8712,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,20-Jan-21
8713,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,18-Jan-21
8714,Agra,Jagnair,Potato,Desi,FAQ,700,900,800,17-Jan-21
8715,Agra,Jagnair,Potato,Desi,FAQ,750,950,850,16-Jan-21
8716,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,15-Jan-21
8717,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,14-Jan-21
8718,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,13-Jan-21
8719,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,12-Jan-21
8720,Agra,Jagnair,Potato,Desi,FAQ,750,850,800,11-Jan-21
8721,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,10-Jan-21
8722,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,09-Jan-21
8723,Agra,Jagnair,Potato,Desi,FAQ,750,850,800,08-Jan-21
8724,Agra,Jagnair,Potato,Desi,FAQ,700,800,750,07-Jan-21
8725,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,06-Jan-21
8726,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,05-Jan-21
8727,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,04-Jan-21
8728,Agra,Jagnair,Potato,Desi,FAQ,750,850,800,03-Jan-21
8729,Agra,Jagnair,Potato,Desi,FAQ,800,850,825,02-Jan-21
8730,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,01-Jan-21
8731,Agra,Jagnair,Potato,Desi,FAQ,750,850,800,31-Dec-20
8732,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,30-Dec-20
8733,Agra,Jagnair,Potato,Desi,FAQ,800,860,830,29-Dec-20
8734,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,28-Dec-20
